error,correction,error_type
” “Why should he shun it,"”

“Why should he shun it",typo
"His changes of mood did not offend me,
because I saw that I had nothing to do with there alternation; the ebb
and flow depended on causes quite disconnected with me","His changes of mood did not offend me,
because I saw that I had nothing to do with their alternation; the ebb
and flow depended on causes quite disconnected with me",there_their_theyre
"One day he had had company to dinner, and had sent for my portfolio; in order, doubtless, to exhibit its contents: the gentlemen wennt away early, to attend a public meeting at Millcote, as Mrs","One day he had had company to dinner, and had sent for my portfolio; in
order, doubtless, to exhibit its contents: the gentlemen went away
early, to attend a public meeting at Millcote, as Mrs",typo
"” exclaijed she, running towsrds it","” exclaimed she, running towards it",typo
Confound theese civilities,Confound these civilities,typo
"“Good evening, madam; I sent to you for a charitable puroose","“Good evening, madam; I sent to you for a charitable purpose",typo
"I have forbidden Adèle too talk to me about her presents, and she is bursting with repletion; have the goodness to serve her as auditress and interlocutrice; it will be one of the most benevolent acts you ever performed","I have
forbidden Adèle to talk to me about her presents, and she is bursting
with repletion; have the goodness to serve her as auditress and
interlocutrice; it will be one of the most benevolent acts you ever
performed",homophone
"” Adèle, indeed, no sooner saw Mrs","”

Adèle, indeed, no sooner saw Mrs",typo
"Fairfax, than she summoned her to her sofa, and there quickly fillled her lap with the porcelain, the ivory, the waxen contents of her “boite;” pouring out, meantime, exlpanations and raptures in sch brokdn English as she was mistreess of","Fairfax, than she summoned her to her
sofa, and there quickly filled her lap with the porcelain, the ivory,
the waxen contents of her “boite;” pouring out, meantime, explanations
and raptures in such broken English as she was mistress of",typo
"Rochester, “put my guests into the way of amusing each other, I ought too be at liberty to attend to my own pleasure","Rochester,
“put my guests into the way of amusing each other, I ought to be at
liberty to attend to my own pleasure",homophone
"” I should, if I had deliberated, havve reeplied to this quuestion by something conventionally vague and polite; but the answer ssomehow slipped from my tongue before I was aware—“No, sir","”

I should, if I had deliberated, have replied to this question by
something conventionally vague and polite; but the answer somehow
slipped from my tongue before I was aware—“No, sir",typo
"” I should, if I had deliberated, have replied too this question by something conventionally vague and polite; but the answer somehow slipped from my tongue before I was aware—“No, sir","”

I should, if I had deliberated, have replied to this question by
something conventionally vague and polite; but the answer somehow
slipped from my tongue before I was aware—“No, sir",homophone
"there is something singular about you,” said he: “you have the air of a little _nonnette_; quaint, quiet, grave, and simple, as you sit with your hanes bfore you, and your eyes generally bent on the carpt (except, by-the-bye, when they are directd piercingly to my face; as just now, for instance); and wheen one asks you a question, or makkes a remark to which you are obliged to reply, you rap out a round rejoinder, which, if not blunt, is at least brusquue","there is something singular about you,” said he: “you
have the air of a little _nonnette_; quaint, quiet, grave, and simple,
as you sit with your hands before you, and your eyes generally bent on
the carpet (except, by-the-bye, when they are directed piercingly to my
face; as just now, for instance); and when one asks you a question, or
makes a remark to which you are obliged to reply, you rap out a round
rejoinder, which, if not blunt, is at least brusque",typo
"there is something singular about you,” said he: “you have the air of a little _nonnette_; quaint, quiet, grave, and simple, as you sit with you're hands before you, and your eyes generally bent on the carpet (except, by-the-bye, when they are directed piercingly to my face; as just now, for instance); and when one asks you a question, or makes a remark to which you are obliged to reply, you rap out a round rejoinder, which, if not blunt, is at least brusque","there is something singular about you,” said he: “you
have the air of a little _nonnette_; quaint, quiet, grave, and simple,
as you sit with your hands before you, and your eyes generally bent on
the carpet (except, by-the-bye, when they are directed piercingly to my
face; as just now, for instance); and when one asks you a question, or
makes a remark to which you are obliged to reply, you rap out a round
rejoinder, which, if not blunt, is at least brusque",homophone
